region_bld,clim,urt,inc_cl,year,region_nuts,value
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE714,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE714,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE715,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE715,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE716,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE716,0.2255579
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DE717,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DE717,0.2716705
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE718,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE718,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE719,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE719,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE71A,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE71A,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE71B,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE71B,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE71C,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE71C,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE71D,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE71D,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE71E,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE71E,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE721,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE721,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE722,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE722,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE723,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE723,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE724,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE724,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE725,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE725,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE731,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE731,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE732,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE732,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE733,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE733,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE734,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE734,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE735,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE735,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE736,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE736,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE737,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE737,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE803,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE803,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE804,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE804,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE80J,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE80J,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE80K,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE80K,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE80L,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE80L,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE80M,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE80M,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE80N,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE80N,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE80O,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE80O,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE911,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE911,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE912,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE912,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE913,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE913,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE914,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE914,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE916,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE916,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE917,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE917,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE918,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE918,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE91A,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE91A,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE91B,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE91B,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE91C,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE91C,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE922,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE922,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE923,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE923,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE925,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE925,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE926,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE926,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE927,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE927,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE928,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE928,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE929,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE929,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE931,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE931,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE932,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE932,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE933,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE933,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE934,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE934,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE935,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE935,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE936,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE936,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE937,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE937,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE938,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE938,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE939,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE939,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE93A,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE93A,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE93B,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE93B,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE941,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE941,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE942,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE942,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE943,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE943,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE944,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE944,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE945,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE945,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE946,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE946,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE947,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE947,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE948,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE948,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE949,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE949,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE94A,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE94A,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE94B,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE94B,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE94C,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE94C,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE94D,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE94D,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE94E,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE94E,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE94F,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE94F,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE94G,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE94G,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DE94H,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DE94H,0.2255579
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA11,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA11,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA12,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA12,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA13,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA13,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA14,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA14,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA15,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA15,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA16,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA16,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA17,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA17,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA18,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA18,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA19,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA19,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA1A,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA1A,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA1B,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA1B,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA1C,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA1C,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA1D,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA1D,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA1E,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA1E,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA1F,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA1F,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA22,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA22,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA23,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA23,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA24,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA24,0.2716705
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA26,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA26,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA27,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA27,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA28,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA28,0.2255579
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA29,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA29,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA2A,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA2A,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA2B,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA2B,0.2716705
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA2C,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA2C,0.2716705
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA2D,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA2D,0.2255579
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA31,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA31,0.2716705
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA32,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA32,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA33,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA33,0.2255579
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA34,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA34,0.2716705
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA35,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA35,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA36,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA36,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA37,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA37,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA38,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA38,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA41,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA41,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA42,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA42,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA43,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA43,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA44,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA44,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA45,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA45,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA46,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA46,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA47,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA47,0.2255579
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA51,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA51,0.2716705
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA52,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA52,0.2255579
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA53,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA53,0.2716705
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA54,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA54,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA55,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA55,0.2255579
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,2080,C-WEU-DEU-DEA56,0.2622807
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,2080,C-WEU-DEU-DEA56,0.2716705
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA57,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA57,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA58,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA58,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA59,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA59,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA5A,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA5A,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA5B,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA5B,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEA5C,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEA5C,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEB11,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEB11,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEB12,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEB12,0.2255579
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2080,C-WEU-DEU-DEB13,0.2177619
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2080,C-WEU-DEU-DEB13,0.2255579
